Width,Height,Elongation,Roundness,Complexity,Label
0.482,0.14285714285714285,0.17082135007136257,0.5600995955913134,0.09357080569722273,car
0.468,0.14769975786924938,0.20119556387732804,0.4389495780109749,0.05192505879555004,fish
0.288,0.5811138014527845,0.05143101400913638,0.7444121392743202,0.14871971038236925,house
0.612,0.7457627118644068,0.0012591693011988479,0.8588931792430348,0.11294030600110985,tree
0.532,0.35108958837772397,0.05463006668366199,0.7989264889105749,0.17083740718230583,bicycle
0.432,0.6610169491525424,0.09109508467165947,0.6611439156867075,0.20397431493274845,guitar
0.302,0.39709443099273606,0.6710802304003233,0.08875686680666743,0.03659857833681262,pencil
0.62,0.7191283292978208,0.0003405188844241566,0.9647182119973823,0.18814576011415585,clock
0.606,0.3365617433414044,0.07717018913030664,0.7734666347730876,0.1307243083265069,car
0.664,0.2687651331719128,0.14320938355234467,0.5805283086734783,0.12681341331289803,fish
0.38,0.6731234866828087,0.03997153259170019,0.7712291220473816,0.17414052797082682,house
0.594,0.864406779661017,0.01402502149799621,0.8530086321356375,0.15815342335438523,tree
0.576,0.5084745762711864,0.02425540940501373,0.8128024144492871,0.1986628967048067,bicycle
0.622,0.7142857142857143,0.12220177451323659,0.6491272139855009,0.201384668234548,guitar
0.42,0.5012106537530266,0.4329737106781489,0.218734412637163,0.08781016304204212,pencil
0.42,0.4552058111380145,0.011699912990549894,0.9757097503517207,0.09581692783341701,clock
0.694,0.43825665859564167,0.0640924770634836,0.7837089351331794,0.17139233147477737,car
0.394,0.13559322033898305,0.15509180019994992,0.5426503304700523,0.047961313849324845,fish
0.478,0.738498789346247,0.009550656216909106,0.8577337332370295,0.12187194461327062,house
0.642,0.9685230024213075,0.019721924345893805,0.8995338869622209,0.3293872050313136,tree
0.576,0.4745762711864407,0.03299906847210328,0.890923168215656,0.22429511402372962,bicycle
0.28,0.837772397094431,0.10877228991732456,0.6118777646217568,0.21589197473773222,guitar
0.158,0.8571428571428571,0.2947759946411977,0.3608979551682579,0.14708136247126286,pencil
0.568,0.7990314769975787,0.01477586201536774,0.9691060037446868,0.2478926089369236,clock
0.628,0.43099273607748184,0.08428694902182061,0.7554942198749429,0.17733794889411517,car
0.546,0.31234866828087166,0.07735586897197876,0.7286389574018202,0.17585815078085776,fish
0.544,0.5399515738498789,0.03032697269542767,0.8562328773065605,0.21264170388182754,house
0.496,0.837772397094431,0.03653099322193679,0.8071308319854724,0.28866633195042674,tree
0.634,0.5012106537530266,0.04062855348611454,0.8916826889548138,0.43117617525037655,bicycle
0.606,0.6271186440677966,0.11588712934484524,0.6281586568858196,0.269825330972703,guitar
0.534,0.576271186440678,0.46039911926013055,0.24188933754015554,0.13585075179029146,pencil
0.35,0.46731234866828086,0.0104224919457679,0.8608512249314391,0.22709616045239542,clock
0.614,0.2469733656174334,0.1283991868308273,0.5982007838477255,0.20812303464313084,car
0.602,0.10411622276029056,0.31418572837241154,0.28574806426352267,0.10710038844700473,fish
0.466,0.7530266343825666,0.04278892205781436,0.8334268352048886,0.47076077478001216,house
0.668,0.8692493946731235,0.006561079850226488,0.9020426071009893,0.41040615173215655,tree
0.49,0.3341404358353511,0.05113859239980353,0.7849808642068393,0.23811537140290145,bicycle
0.428,0.4576271186440678,0.09147229457086951,0.6683020123080726,0.20656396163094892,guitar
0.256,0.45278450363196127,0.7434451498031208,0.09435754449423227,0.06616811563565256,pencil
0.36,0.4213075060532688,0.00040626448196768336,0.9808346078130022,0.19443490209549982,clock
0.6,0.30024213075060535,0.09419872114648266,0.7091340514162553,0.09705890124990091,car
0.566,0.2687651331719128,0.09804920408085828,0.5728862615337262,0.07433343022487646,fish
0.576,0.6610169491525424,0.022191678762524383,0.8143047852171994,0.18375921570699996,house
0.43,0.5835351089588378,0.028549364295124287,0.8766254124273477,0.07475622968580715,tree
0.514,0.36319612590799033,0.05856314606297891,0.7970098130085562,0.1447295404698359,bicycle
0.23,0.5786924939467313,0.10639170239680043,0.6367260510191566,0.1278175620326084,guitar
0.35,0.43825665859564167,0.34386516195945077,0.29837767491773187,0.09039980974024259,pencil
0.41,0.4019370460048426,0.006985475413620859,0.9604999809576679,0.1287424358533943,clock
0.648,0.30024213075060535,0.10624073428250931,0.6671899302384254,0.1317020320799091,car
0.496,0.2397094430992736,0.11938741875461933,0.6450619432399255,0.06637951536611791,fish
0.298,0.5472154963680388,0.04832080163814982,0.7464891344417632,0.0676214887826018,house
0.33,0.5157384987893463,0.02740505093292302,0.7728269798161388,0.041170097508125676,tree
0.302,0.24939467312348668,0.02607087906786693,0.87747657077881,0.06270644504928256,bicycle
0.294,0.7191283292978208,0.08424761746792157,0.6877892783671281,0.21290595354490924,guitar
0.52,0.41404358353510895,0.5614046466190866,0.13826951652981076,0.0579763760801205,pencil
0.616,0.6682808716707022,0.010471763738491293,0.8666907493330988,0.1919773802288402,clock
0.42,0.16707021791767554,0.1179005371363758,0.6474890992772193,0.10474856644557778,car
0.46,0.09685230024213075,0.2346298181092687,0.3695723263118455,0.052823507650027746,fish
0.25,0.39951573849878935,0.025203514255915143,0.8037221995338704,0.07840287503633434,house
0.32,0.648910411622276,0.07317655990443142,0.7388903266364051,0.0954205533387945,tree
0.174,0.19128329297820823,0.0036023995955812823,0.826019343997321,0.061517321565415006,bicycle
0.242,0.711864406779661,0.10861281333642328,0.5637983859450147,0.1644425653357292,guitar
0.392,0.3341404358353511,0.22549633527972404,0.46762041592704623,0.059271199429220725,pencil
0.224,0.26634382566585957,0.019218891611351173,0.9469085801942144,0.05551885421346088,clock
0.626,0.3389830508474576,0.08259051823253517,0.64746518893966,0.12232116904050948,car
0.41,0.29782082324455206,0.04911962679389331,0.6890346844619167,0.06931268662632455,fish
0.492,0.648910411622276,0.04598221148779535,0.7740920984356503,0.14996168379885316,house
0.38,0.6658595641646489,0.006853467423799266,0.8961456347455105,0.16431044050418836,tree
0.534,0.3801452784503632,0.04592674570963487,0.7799114483254791,0.17052030758660783,bicycle
0.47,0.8135593220338984,0.03280853051346652,0.7198263982075431,0.24622783605950901,guitar
0.45,0.6246973365617433,0.02590530651863308,0.7313230169068871,0.0929366065058267,pencil
0.572,0.6924939467312349,0.0022890458620101004,0.9910679624880752,0.20727743572126944,clock
0.6,0.16464891041162227,0.2152158927209299,0.4716030549206313,0.12078852099463573,car
0.678,0.2687651331719128,0.15038922998639564,0.48212802551728057,0.09457495441693312,fish
0.438,0.43825665859564167,0.012313733484390977,0.9067414515331255,0.19078825674497266,house
0.61,0.738498789346247,0.001736432614516088,0.7607544255872364,0.3772692439817139,tree
0.602,0.3050847457627119,0.09099898774093201,0.6950182013771337,0.17173585603678354,bicycle
0.638,0.22276029055690072,0.1523315170647537,0.543998855456287,0.1666622625056153,guitar
0.028,0.6295399515738499,0.6715281043937893,0.10770344695258481,0.07478265465211532,pencil
0.602,0.5641646489104116,0.019513397444438953,0.9122834949772693,0.17950479613138492,clock
0.522,0.2784503631961259,0.08806062751001548,0.683654566720407,0.08553761593953968,fish
0.768,0.927360774818402,0.001159047865716692,0.8875503361584894,0.34836033084057816,house
0.454,0.7941888619854721,0.03203455840043246,0.8858349919907509,0.29997621753032266,tree
0.386,0.26150121065375304,0.05123547138788492,0.7448249191662483,0.07134740903205349,bicycle
0.46,0.6464891041162227,0.09235919662621767,0.7264322780637061,0.21866659620008985,guitar
0.664,0.738498789346247,0.011770190320526504,0.6736469098433447,0.14977670903469598,pencil
0.626,0.6537530266343826,0.009783625203972706,0.9839339995638435,0.2060090373384774,clock
0.55,0.32929782082324455,0.06856407267573261,0.817120548782253,0.15450677800385804,car
0.584,0.4116222760290557,0.0758104625827226,0.720091541382358,0.12834606135877177,fish
0.364,0.41404358353510895,0.004303050161286616,0.8846515686927325,0.1559337261844991,house
0.49,0.5012106537530266,0.009771803513387387,0.8199884089831301,0.1938799778030283,tree
0.522,0.3486682808716707,0.05244947443846311,0.8392157489578552,0.24569933673334565,bicycle
0.386,0.6271186440677966,0.13326067438578335,0.5512914251249704,0.17382342837512882,guitar
0.304,0.4915254237288136,0.3216231653211481,0.3041054079183745,0.050735935311682474,pencil
0.406,0.5205811138014528,0.005775766930507885,0.9786178991396908,0.10979573501043786,clock
0.534,0.24939467312348668,0.10204054944560494,0.6791490916917785,0.126337763919351,car
0.45,0.18401937046004843,0.13513282938136262,0.5804983096705696,0.06051317284570462,fish
0.308,0.43825665859564167,0.02066333441699094,0.8020811196103421,0.1016832703538303,house
0.454,0.7869249394673123,0.03547781625882996,0.8370167772401244,0.12057712126417039,tree
0.61,0.31234866828087166,0.08906018163442797,0.7187912785868553,0.09639827709219671,bicycle
0.38,0.4043583535108959,0.11912058447957123,0.6589870586082809,0.14034299606268003,guitar
0.168,0.1937046004842615,0.3313161837505401,0.2973999515970848,0.013608857648706498,pencil
0.386,0.4406779661016949,0.0057566476911125805,0.9964168926095518,0.07911634912665487,clock
0.622,0.4092009685230024,0.053811789916431284,0.7688047350027608,0.15738709933144834,car
0.336,0.19128329297820823,0.06401453680573206,0.7761396119592306,0.04706286499484713,fish
0.526,0.7142857142857143,0.010355491188598962,0.7987912627917126,0.19559760061305922,house
0.416,0.549636803874092,0.029391960354293235,0.8545430181549419,0.10120762096028328,tree
0.48,0.5278450363196125,0.01657925315965331,0.7219934566166913,0.09346510583199007,bicycle
0.622,0.2397094430992736,0.1338008761103416,0.5149205328824984,0.09304230637105938,guitar
0.026,0.5205811138014528,0.6094969362045336,0.14626256553979317,0.03464313083000819,pencil
0.358,0.4648910411622276,0.001208351204684985,0.9452575965063006,0.11920302301614566,clock
0.482,0.22276029055690072,0.09832307010543194,0.6774158606879441,0.06711941442274662,car
0.39,0.1791767554479419,0.13759347356747265,0.6006540466285508,0.0634991940385276,fish
0.4,0.6658595641646489,0.037605330993204095,0.6617425187265533,0.17133948154216103,house
0.444,0.7360774818401937,0.02699527996391576,0.8307373173322601,0.15598657611711544,tree
0.378,0.2929782082324455,0.034124838641789175,0.8344361942407018,0.09158893322411014,bicycle
0.58,0.25907990314769974,0.11614354612248218,0.6826405311710555,0.19871574663742303,guitar
0.132,0.549636803874092,0.17474155039646042,0.5255207309986328,0.08820653753666464,pencil
0.306,0.3486682808716707,0.001943261884087458,0.9717597372480246,0.0804904473746796,clock
0.46,0.3704600484261501,0.0002717585555934385,0.8540580810889977,0.09211743255027349,car
0.464,0.3946731234866828,0.03008508417660208,0.8946979621635265,0.1702824828898343,fish
0.422,0.387409200968523,0.020004955421166884,0.8515586814194624,0.11016568453875221,house
0.438,0.5230024213075061,0.006022764002689693,0.9384879154391367,0.14428031604259706,tree
0.58,0.4406779661016949,0.040365735996623256,0.8660674765891004,0.19240017968977088,bicycle
0.224,0.7554479418886199,0.12736641475492796,0.5394245473656064,0.21039558174563328,guitar
0.42,0.6900726392251816,0.5931188871136358,0.15975094853189487,0.11973152234230901,pencil
0.496,0.6924939467312349,0.009137615003044814,0.7868791886000379,0.2302671564093756,clock
0.452,0.21307506053268765,0.10917388878737216,0.6548473181634653,0.08995058531300372,car
0.294,0.22276029055690072,0.04305735175557983,0.694614221892765,0.05808207594535317,fish
0.478,0.6198547215496368,0.006444182534765393,0.6638218366590936,0.20447638929260364,house
0.598,0.7409200968523002,0.004146968346762089,0.8902230025772233,0.3181830193166504,tree
0.402,0.36077481840193704,0.021265096933935346,0.808872596416946,0.16663583753930714,bicycle
0.326,0.774818401937046,0.07283210662246516,0.5818755772986922,0.27516317416695296,guitar
0.068,0.5883777239709443,0.3695443959633278,0.28940882441617305,0.07721375155246676,pencil
0.4,0.5205811138014528,0.008110242806688277,0.9688567800054101,0.11827814919535977,clock
0.71,0.2639225181598063,0.1467674952099238,0.6023803730421908,0.32354728747720846,car
0.648,0.4043583535108959,0.059615091189434345,0.7242920414960103,0.3155669476521417,fish
0.718,0.6029055690072639,0.03015318883074879,0.8751393754182293,0.41148957535079145,house
0.61,0.8401937046004843,0.012155028301612669,0.8657303221287352,0.44208968633564993,tree
0.546,0.43825665859564167,0.040277362589830376,0.8257953352267909,0.3293607800650054,bicycle
0.718,0.639225181598063,0.13140476929439204,0.6097174552353724,0.25175065401791613,guitar
0.438,0.4963680387409201,0.8216121436814928,0.08480771249172094,0.06545464154533202,pencil
0.384,0.43341404358353514,0.0023651833207623796,0.9830972059297098,0.19292867901593425,clock
0.58,0.3583535108958838,0.06628608608701908,0.8179839751820581,0.2125360040165949,car
0.484,0.30024213075060535,0.10640190816123392,0.6134583458971589,0.07295933197685173,fish
0.38,0.4794188861985472,0.00595022332949308,0.8169914812883607,0.1281610865946146,house
0.536,0.6440677966101694,0.0012282186838527326,0.9188341358622837,0.2167375736595936,tree
0.516,0.29055690072639223,0.07199015856454119,0.7207758928973239,0.11264963137172,bicycle
0.498,0.5907990314769975,0.12249785490873022,0.6088289837160302,0.2302671564093756,guitar
0.566,0.7070217917675545,0.3031402111806957,0.3705288036148179,0.1297201596067965,pencil
0.372,0.4188861985472155,0.005579020529441615,0.9948367144379034,0.12292894326559733,clock
0.59,0.4092009685230024,0.06725937163765637,0.7836813446212544,0.25949316914620935,car
0.632,0.559322033898305,0.03085539278911725,0.8528299423762632,0.21856089633485717,fish
0.558,0.5205811138014528,0.02225216030811005,0.8701374611777373,0.39399624765478425,house
0.716,0.784503631961259,0.006195826047760813,0.8908640314615851,0.5180878894379409,tree
0.492,0.5302663438256658,0.033207534560544066,0.8251966589446899,0.3965594693866765,bicycle
0.558,0.7506053268765133,0.09446339608427283,0.7013298161581578,0.35142562693232565,guitar
0.292,0.5254237288135594,0.33012606497557895,0.31974466686972064,0.13191343181037443,pencil
0.442,0.6634382566585957,0.021187280729235283,0.8503033288127491,0.2893005311418228,clock
0.47,0.3050847457627119,0.05691110882985204,0.8369167659289941,0.1209734957587929,car
0.582,0.26634382566585957,0.10417476611297749,0.6594774534265586,0.12369526728853421,fish
0.546,0.7457627118644068,0.011572211818539799,0.8752430238181632,0.2907010543561557,house
0.486,0.6368038740920097,0.008300971577501936,0.956607136819174,0.1166926512168697,tree
0.532,0.3728813559322034,0.05131049647227045,0.6986817095781634,0.1947255767248897,bicycle
0.638,0.6464891041162227,0.07113298030723302,0.7408246989757209,0.20310229104457891,guitar
0.264,0.20581113801452786,0.1994770026414269,0.4735125238145469,0.05718362709087546,pencil
0.422,0.45036319612590797,0.006857899963550244,0.9836096556666774,0.0962397272943477,clock
0.57,0.44552058111380144,0.03243367212221164,0.7324610456558301,0.07583965330444203,fish
0.198,0.4939467312348668,0.13224285685001166,0.5806129180648181,0.04909758740057606,house
0.332,0.5980629539951574,0.03773049765552676,0.7525706938632493,0.07330285653885792,tree
0.348,0.21307506053268765,0.057584459239843726,0.7728080095691794,0.052955632481568586,bicycle
0.16,0.7094430992736077,0.2382957217620997,0.43724186553235345,0.1146315038448326,guitar
0.052,0.6585956416464891,0.5624133322023512,0.11210374987389846,0.04904473746795973,pencil
0.438,0.5956416464891041,0.014607519470877676,0.9760012918391504,0.08524694131014983,clock
0.64,0.41646489104116224,0.0577148494848768,0.7707274475085705,0.1624606928626166,car
0.646,0.3026634382566586,0.10847539583405218,0.6649054763170251,0.11851597389213328,fish
0.472,0.6658595641646489,0.014407752920750591,0.8141157294575048,0.18912348386755806,house
0.504,0.7409200968523002,0.03229038394713326,0.854161683604958,0.11769679993658008,tree
0.516,0.5883777239709443,0.007474134968074044,0.8760320883927825,0.1739291282403615,bicycle
0.538,0.5980629539951574,0.1339709160809153,0.598842529315184,0.18693021166398013,guitar
0.566,0.4794188861985472,0.339308555045575,0.3307392053076668,0.08936923605422403,pencil
0.384,0.5375302663438256,0.008286184280394944,0.9491891195907193,0.09106043389794678,clock
0.632,0.31476997578692495,0.09326064527736784,0.722937090698232,0.1286367359881616,car
0.4,0.25907990314769974,0.0468990627804606,0.706664937840442,0.08323864387072906,fish
0.454,0.6343825665859564,0.013762836278016477,0.879237278062964,0.2303200063419919,house
0.42,0.7336561743341404,0.036794342922460796,0.8624695942477262,0.16819491055148905,tree
0.548,0.46973365617433416,0.017275142785864735,0.729654341267583,0.11481647860898977,bicycle
0.694,0.6828087167070218,0.1949840429740495,0.4397126454216099,0.2151520756811035,guitar
0.112,0.7409200968523002,0.28438467174797777,0.3097927346027733,0.0873345136484951,pencil
